,cell_barcode,clone_id
TP12-1T,cell_1190,0
TP12-1T,cell_1191,5
TP12-1T,cell_1192,0
TP12-1T,cell_1193,0
TP12-1T,cell_1194,0
TP12-1T,cell_1195,0
TP12-1T,cell_1196,5
TP12-1T,cell_1197,0
TP12-1T,cell_1198,5
TP12-1T,cell_1199,0
TP12-1T,cell_12,5
TP12-1T,cell_120,5
TP12-1T,cell_1200,5
TP12-1T,cell_1201,5
TP12-1T,cell_1202,5
TP12-1T,cell_1203,5
TP12-1T,cell_1204,5
TP12-1T,cell_1205,5
TP12-1T,cell_1206,5
TP12-1T,cell_1207,5
TP12-1T,cell_1208,0
TP12-1T,cell_1209,0
TP12-1T,cell_121,5
TP12-1T,cell_1210,5
TP12-1T,cell_1211,2
TP12-1T,cell_1212,5
TP12-1T,cell_1213,0
TP12-1T,cell_1214,5
TP12-1T,cell_1215,0
TP12-1T,cell_1216,5
TP12-1T,cell_1217,0
TP12-1T,cell_1218,0
TP12-1T,cell_1219,0
TP12-1T,cell_122,0
TP12-1T,cell_1220,5
TP12-1T,cell_1221,0
TP12-1T,cell_1222,0
TP12-1T,cell_1223,5
TP12-1T,cell_1224,0
TP12-1T,cell_1225,0
TP12-1T,cell_1226,5
TP12-1T,cell_1227,0
TP12-1T,cell_1228,5
TP12-1T,cell_1229,5
TP12-1T,cell_123,0
TP12-1T,cell_1230,5
TP12-1T,cell_1231,5
TP12-1T,cell_1232,5
TP12-1T,cell_1233,0
TP12-1T,cell_1234,5
TP12-1T,cell_1235,5
TP12-1T,cell_1236,0
TP12-1T,cell_1237,0
TP12-1T,cell_1238,0
TP12-1T,cell_1239,5
TP12-1T,cell_124,0
TP12-1T,cell_1240,0
TP12-1T,cell_1241,5
TP12-1T,cell_1242,0
TP12-1T,cell_1243,0
TP12-1T,cell_1244,5
TP12-1T,cell_1245,5
TP12-1T,cell_1246,5
TP12-1T,cell_1247,0
TP12-1T,cell_1248,0
TP12-1T,cell_1249,5
TP12-1T,cell_125,5
TP12-1T,cell_1250,0
TP12-1T,cell_1251,0
TP12-1T,cell_1252,5
TP12-1T,cell_1253,5
TP12-1T,cell_1254,5
TP12-1T,cell_1255,5
TP12-1T,cell_1256,5
TP12-1T,cell_1257,5
TP12-1T,cell_1258,0
TP12-1T,cell_1259,0
TP12-1T,cell_126,5
TP12-1T,cell_1260,5
TP12-1T,cell_1261,0
TP12-1T,cell_1262,5
TP12-1T,cell_1263,0
TP12-1T,cell_1264,5
TP12-1T,cell_1265,0
TP12-1T,cell_1266,5
TP12-1T,cell_1267,5
TP12-1T,cell_1268,0
TP12-1T,cell_1269,0
TP12-1T,cell_127,0
TP12-1T,cell_1270,5
TP12-1T,cell_1271,0
TP12-1T,cell_1272,0
TP12-1T,cell_1273,0
TP12-1T,cell_1274,5
TP12-1T,cell_1275,5
TP12-1T,cell_1276,5
TP12-1T,cell_1277,0
TP12-1T,cell_1278,0
TP12-1T,cell_1279,5
TP12-1T,cell_128,0
TP12-1T,cell_1280,0
TP12-1T,cell_1281,0
TP12-1T,cell_1282,5
TP12-1T,cell_1283,5
TP12-1T,cell_1284,5
TP12-1T,cell_1285,1
TP12-1T,cell_1286,5
TP12-1T,cell_1287,0
TP12-1T,cell_1288,0
TP12-1T,cell_1289,1
TP12-1T,cell_129,0
TP12-1T,cell_1290,5
TP12-1T,cell_1291,5
TP12-1T,cell_1292,5
TP12-1T,cell_1293,0
TP12-1T,cell_1294,5
TP12-1T,cell_1295,5
TP12-1T,cell_1296,0
TP12-1T,cell_1297,5
TP12-1T,cell_1298,5
TP12-1T,cell_1299,5
TP12-1T,cell_13,0
TP12-1T,cell_130,0
TP12-1T,cell_1300,5
TP12-1T,cell_1301,5
TP12-1T,cell_1302,5
TP12-1T,cell_1303,5
TP12-1T,cell_1304,5
TP12-1T,cell_1305,5
TP12-1T,cell_1306,5
TP12-1T,cell_1307,5
TP12-1T,cell_1308,0
TP12-1T,cell_1309,0
TP12-1T,cell_131,0
TP12-1T,cell_1310,5
TP12-1T,cell_1311,0
TP12-1T,cell_1312,5
TP12-1T,cell_1313,5
TP12-1T,cell_1314,5
TP12-1T,cell_1315,5
TP12-1T,cell_1316,5
TP12-1T,cell_1317,5
TP12-1T,cell_1318,0
TP12-1T,cell_1319,5
TP12-1T,cell_132,5
TP12-1T,cell_1320,5
TP12-1T,cell_1321,0
TP12-1T,cell_1322,0
TP12-1T,cell_1323,5
TP12-1T,cell_1324,0
TP12-1T,cell_1325,0
TP12-1T,cell_1326,5
TP12-1T,cell_1327,0
TP12-1T,cell_1328,0
TP12-1T,cell_1329,5
TP12-1T,cell_133,0
TP12-1T,cell_1330,0
TP12-1T,cell_1331,0
TP12-1T,cell_1332,5
TP12-1T,cell_1333,0
TP12-1T,cell_1334,0
TP12-1T,cell_1335,5
TP12-1T,cell_1336,0
TP12-1T,cell_1337,0
TP12-1T,cell_1338,0
TP12-1T,cell_1339,5
TP12-1T,cell_134,5
TP12-1T,cell_1340,1
TP12-1T,cell_1341,0
TP12-1T,cell_1342,0
TP12-1T,cell_1343,5
TP12-1T,cell_1344,0
TP12-1T,cell_1345,5
TP12-1T,cell_1346,5
TP12-1T,cell_1347,5
TP12-1T,cell_1348,0
TP12-1T,cell_1349,5
TP12-1T,cell_135,0
TP12-1T,cell_1350,5
TP12-1T,cell_1351,5
TP12-1T,cell_1352,0
TP12-1T,cell_1353,7
TP12-1T,cell_1354,0
TP12-1T,cell_1355,0
TP12-1T,cell_1356,5
TP12-1T,cell_1357,0
TP12-1T,cell_1358,5
TP12-1T,cell_1359,0
TP12-1T,cell_136,5
TP12-1T,cell_1360,0
TP12-1T,cell_1361,0
TP12-1T,cell_1362,0
TP12-1T,cell_1363,0
TP12-1T,cell_1364,5
TP12-1T,cell_1365,0
TP12-1T,cell_1366,0
TP12-1T,cell_1367,0
TP12-1T,cell_1368,0
TP12-1T,cell_1369,5
TP12-1T,cell_137,5
TP12-1T,cell_1370,5
TP12-1T,cell_1371,0
TP12-1T,cell_1372,5
TP12-1T,cell_1373,0
TP12-1T,cell_1374,5
TP12-1T,cell_1375,0
TP12-1T,cell_1376,5
TP12-1T,cell_1377,5
TP12-1T,cell_1378,5
TP12-1T,cell_1379,5
TP12-1T,cell_138,5
TP12-1T,cell_1380,5
TP12-1T,cell_1381,5
TP12-1T,cell_1382,0
TP12-1T,cell_1383,5
TP12-1T,cell_1384,0
TP12-1T,cell_1385,0
TP12-1T,cell_1386,0
TP12-1T,cell_1387,0
TP12-1T,cell_1388,5
TP12-1T,cell_1389,2
TP12-1T,cell_139,5
TP12-1T,cell_1390,0
TP12-1T,cell_1391,5
TP12-1T,cell_1392,0
TP12-1T,cell_1393,5
TP12-1T,cell_1394,5
TP12-1T,cell_1395,5
TP12-1T,cell_1396,5
TP12-1T,cell_1397,5
TP12-1T,cell_1398,5
TP12-1T,cell_1399,0
TP12-1T,cell_14,5
TP12-1T,cell_140,0
TP12-1T,cell_1400,0
TP12-1T,cell_1401,5
TP12-1T,cell_1402,0
TP12-1T,cell_1403,5
TP12-1T,cell_1404,5
TP12-1T,cell_1405,5
TP12-1T,cell_1406,0
TP12-1T,cell_1407,5
TP12-1T,cell_1408,5
TP12-1T,cell_1409,0
TP12-1T,cell_141,0
TP12-1T,cell_1410,0
TP12-1T,cell_1411,0
TP12-1T,cell_1412,5
TP12-1T,cell_1413,5
TP12-1T,cell_1414,0
TP12-1T,cell_1415,5
TP12-1T,cell_1416,0
TP12-1T,cell_1417,0
TP12-1T,cell_1418,5
TP12-1T,cell_1419,1
TP12-1T,cell_142,5
TP12-1T,cell_1420,5
TP12-1T,cell_1421,0
TP12-1T,cell_1422,5
TP12-1T,cell_1423,5
TP12-1T,cell_1424,0
TP12-1T,cell_1425,5
TP12-1T,cell_1426,5
TP12-1T,cell_1427,5
TP12-1T,cell_1428,5
TP12-1T,cell_1429,5
TP12-1T,cell_143,0
TP12-1T,cell_1430,5
TP12-1T,cell_1431,0
TP12-1T,cell_1432,0
TP12-1T,cell_1433,0
TP12-1T,cell_1434,5
TP12-1T,cell_1435,0
TP12-1T,cell_1436,0
TP12-1T,cell_1437,0
TP12-1T,cell_1438,0
TP12-1T,cell_1439,5
TP12-1T,cell_144,5
TP12-1T,cell_1440,5
TP12-1T,cell_1441,0
TP12-1T,cell_1442,5
TP12-1T,cell_1443,5
TP12-1T,cell_1444,5
TP12-1T,cell_1445,5
TP12-1T,cell_1446,5
TP12-1T,cell_1447,5
TP12-1T,cell_1448,5
TP12-1T,cell_1449,5
TP12-1T,cell_145,0
TP12-1T,cell_1450,0
TP12-1T,cell_1451,5
TP12-1T,cell_1452,0
TP12-1T,cell_1453,0
TP12-1T,cell_1454,0
TP12-1T,cell_1455,5
TP12-1T,cell_1456,0
TP12-1T,cell_1457,5
TP12-1T,cell_1458,5
TP12-1T,cell_1459,0
TP12-1T,cell_146,0
TP12-1T,cell_1460,0
TP12-1T,cell_1461,0
TP12-1T,cell_1462,5
TP12-1T,cell_1463,0
TP12-1T,cell_1464,0
TP12-1T,cell_1465,5
TP12-1T,cell_1466,0
TP12-1T,cell_1467,5
TP12-1T,cell_1468,5
TP12-1T,cell_1469,5
TP12-1T,cell_147,5
TP12-1T,cell_1470,5
TP12-1T,cell_1471,5
TP12-1T,cell_1472,0
TP12-1T,cell_1473,5
TP12-1T,cell_1474,5
TP12-1T,cell_1475,5
TP12-1T,cell_1476,0
TP12-1T,cell_1477,5
TP12-1T,cell_1478,0
TP12-1T,cell_1479,5
TP12-1T,cell_148,0
TP12-1T,cell_1480,5
TP12-1T,cell_1481,0
TP12-1T,cell_1482,0
TP12-1T,cell_1483,5
TP12-1T,cell_1484,5
TP12-1T,cell_1485,0
TP12-1T,cell_1486,5
TP12-1T,cell_1487,0
TP12-1T,cell_1488,0
TP12-1T,cell_1489,5
TP12-1T,cell_149,5
TP12-1T,cell_1490,5
TP12-1T,cell_1491,5
TP12-1T,cell_1492,5
TP12-1T,cell_1493,5
TP12-1T,cell_1494,1
TP12-1T,cell_1495,0
TP12-1T,cell_1496,5
TP12-1T,cell_1497,0
TP12-1T,cell_1498,0
TP12-1T,cell_1499,0
TP12-1T,cell_15,0
TP12-1T,cell_150,0
TP12-1T,cell_1500,0
TP12-1T,cell_1501,5
TP12-1T,cell_1502,5
TP12-1T,cell_1503,5
TP12-1T,cell_1504,5
TP12-1T,cell_1505,0
TP12-1T,cell_1506,5
TP12-1T,cell_1507,5
TP12-1T,cell_1508,0
TP12-1T,cell_1509,5
TP12-1T,cell_151,0
TP12-1T,cell_1510,5
TP12-1T,cell_1511,5
TP12-1T,cell_1512,5
TP12-1T,cell_1513,5
TP12-1T,cell_1514,0
TP12-1T,cell_1515,5
TP12-1T,cell_1516,0
TP12-1T,cell_1517,5
TP12-1T,cell_1518,0
TP12-1T,cell_1519,0
TP12-1T,cell_152,5
TP12-1T,cell_1520,0
TP12-1T,cell_1521,5
TP12-1T,cell_1522,5
TP12-1T,cell_1523,5
TP12-1T,cell_1524,5
TP12-1T,cell_1525,5
TP12-1T,cell_1526,0
TP12-1T,cell_1527,0
TP12-1T,cell_1528,0
TP12-1T,cell_1529,5
TP12-1T,cell_153,5
TP12-1T,cell_1530,5
TP12-1T,cell_1531,5
TP12-1T,cell_1532,5
TP12-1T,cell_1533,5
TP12-1T,cell_1534,0
TP12-1T,cell_1535,0
TP12-1T,cell_1536,0
TP12-1T,cell_1537,5
TP12-1T,cell_1538,5
TP12-1T,cell_1539,5
TP12-1T,cell_154,5
TP12-1T,cell_1540,0
TP12-1T,cell_1541,5
TP12-1T,cell_1542,5
TP12-1T,cell_1543,5
TP12-1T,cell_1544,5
TP12-1T,cell_1545,5
TP12-1T,cell_1546,5
TP12-1T,cell_1547,5
TP12-1T,cell_1548,5
TP12-1T,cell_1549,5
TP12-1T,cell_155,0
TP12-1T,cell_1550,5
TP12-1T,cell_1551,5
TP12-1T,cell_1552,0
TP12-1T,cell_1553,0
TP12-1T,cell_1554,0
TP12-1T,cell_1555,0
TP12-1T,cell_1556,0
TP12-1T,cell_1557,0
TP12-1T,cell_1558,0
TP12-1T,cell_1559,5
TP12-1T,cell_156,5
TP12-1T,cell_1560,5
TP12-1T,cell_1561,0
TP12-1T,cell_1562,5
TP12-1T,cell_1563,5
TP12-1T,cell_1564,5
TP12-1T,cell_1565,5
TP12-1T,cell_1566,0
TP12-1T,cell_1567,5
TP12-1T,cell_1568,5
TP12-1T,cell_1569,5
TP12-1T,cell_157,0
TP12-1T,cell_1570,0
TP12-1T,cell_1571,0
TP12-1T,cell_1572,5
TP12-1T,cell_1573,5
TP12-1T,cell_1574,5
TP12-1T,cell_1575,5
TP12-1T,cell_1576,5
TP12-1T,cell_1577,0
TP12-1T,cell_1578,0
TP12-1T,cell_1579,5
TP12-1T,cell_158,5
TP12-1T,cell_1580,5
TP12-1T,cell_1581,5
TP12-1T,cell_1582,5
TP12-1T,cell_1583,0
TP12-1T,cell_1584,0
TP12-1T,cell_1585,0
TP12-1T,cell_1586,5
TP12-1T,cell_1587,5
TP12-1T,cell_1588,0
TP12-1T,cell_1589,5
TP12-1T,cell_159,0
TP12-1T,cell_1590,5
TP12-1T,cell_1591,0
TP12-1T,cell_1592,5
TP12-1T,cell_1593,0
TP12-1T,cell_1594,0
TP12-1T,cell_1595,5
TP12-1T,cell_1596,5
TP12-1T,cell_1597,5
TP12-1T,cell_1598,5
TP12-1T,cell_1599,0
TP12-1T,cell_16,0
TP12-1T,cell_160,5
TP12-1T,cell_1600,0
TP12-1T,cell_1601,5
TP12-1T,cell_1602,0
TP12-1T,cell_1603,5
TP12-1T,cell_1604,0
TP12-1T,cell_1605,5
TP12-1T,cell_1606,0
TP12-1T,cell_1607,5
TP12-1T,cell_1608,0
TP12-1T,cell_1609,5
TP12-1T,cell_161,0
TP12-1T,cell_1610,5
TP12-1T,cell_1611,5
TP12-1T,cell_1612,5
TP12-1T,cell_1613,5
TP12-1T,cell_1614,5
TP12-1T,cell_1615,5
TP12-1T,cell_1616,5
TP12-1T,cell_1617,5
TP12-1T,cell_1618,0
TP12-1T,cell_1619,5
TP12-1T,cell_162,5
TP12-1T,cell_1620,5
TP12-1T,cell_1621,5
TP12-1T,cell_1622,0
TP12-1T,cell_1623,5
TP12-1T,cell_1624,5
TP12-1T,cell_1625,0
TP12-1T,cell_1626,5
TP12-1T,cell_1627,5
TP12-1T,cell_1628,0
TP12-1T,cell_1629,0
TP12-1T,cell_163,5
TP12-1T,cell_1630,5
TP12-1T,cell_1631,1
TP12-1T,cell_1632,0
TP12-1T,cell_1633,5
TP12-1T,cell_1634,0
TP12-1T,cell_1635,0
TP12-1T,cell_1636,5
TP12-1T,cell_1637,5
TP12-1T,cell_1638,5
TP12-1T,cell_1639,5
TP12-1T,cell_164,0
TP12-1T,cell_1640,5
TP12-1T,cell_1641,5
TP12-1T,cell_1642,5
TP12-1T,cell_1643,5
TP12-1T,cell_1644,0
TP12-1T,cell_1645,5
TP12-1T,cell_1646,5
TP12-1T,cell_1647,5
TP12-1T,cell_1648,0
TP12-1T,cell_1649,0
TP12-1T,cell_165,0
TP12-1T,cell_1650,5
TP12-1T,cell_1651,5
TP12-1T,cell_1652,0
TP12-1T,cell_1653,0
TP12-1T,cell_1654,5
TP12-1T,cell_1655,0
TP12-1T,cell_1656,5
TP12-1T,cell_1657,0
TP12-1T,cell_1658,5
TP12-1T,cell_1659,0
TP12-1T,cell_166,0
TP12-1T,cell_1660,5
TP12-1T,cell_1661,5
TP12-1T,cell_1662,0
TP12-1T,cell_1663,0
TP12-1T,cell_1664,5
TP12-1T,cell_1665,0
TP12-1T,cell_1666,0
TP12-1T,cell_1667,0
TP12-1T,cell_1668,0
TP12-1T,cell_1669,5
TP12-1T,cell_167,5
TP12-1T,cell_1670,5
TP12-1T,cell_1671,5
TP12-1T,cell_1672,5
TP12-1T,cell_1673,5
TP12-1T,cell_1674,5
TP12-1T,cell_1675,5
TP12-1T,cell_1676,5
TP12-1T,cell_1677,0
TP12-1T,cell_1678,5
TP12-1T,cell_1679,0
TP12-1T,cell_168,5
TP12-1T,cell_1680,5
TP12-1T,cell_1681,0
TP12-1T,cell_1682,5
TP12-1T,cell_1683,0
TP12-1T,cell_1684,5
TP12-1T,cell_1685,5
TP12-1T,cell_1686,0
TP12-1T,cell_1687,0
TP12-1T,cell_1688,5
TP12-1T,cell_1689,5
TP12-1T,cell_169,0
TP12-1T,cell_1690,5
TP12-1T,cell_1691,5
TP12-1T,cell_1692,0
TP12-1T,cell_1693,5
TP12-1T,cell_1694,0
TP12-1T,cell_1695,5
TP12-1T,cell_1696,5
TP12-1T,cell_1697,5
TP12-1T,cell_1698,0
TP12-1T,cell_1699,0
TP12-1T,cell_17,0
TP12-1T,cell_170,0
TP12-1T,cell_1700,0
TP12-1T,cell_1701,7
TP12-1T,cell_1702,5
TP12-1T,cell_1703,0
TP12-1T,cell_1704,0
TP12-1T,cell_1705,5
TP12-1T,cell_1706,0
TP12-1T,cell_1707,0
TP12-1T,cell_1708,0
TP12-1T,cell_1709,5
TP12-1T,cell_171,0
TP12-1T,cell_1710,5
TP12-1T,cell_1711,5
TP12-1T,cell_1712,5
TP12-1T,cell_1713,0
TP12-1T,cell_1714,5
TP12-1T,cell_1715,0
TP12-1T,cell_1716,0
TP12-1T,cell_1717,0
TP12-1T,cell_1718,5
TP12-1T,cell_1719,0
TP12-1T,cell_172,5
TP12-1T,cell_1720,5
TP12-1T,cell_1721,0
TP12-1T,cell_1722,0
TP12-1T,cell_1723,0
TP12-1T,cell_1724,5
TP12-1T,cell_1725,0
TP12-1T,cell_1726,5
TP12-1T,cell_1727,0
TP12-1T,cell_1728,0
TP12-1T,cell_1729,0
TP12-1T,cell_173,5
TP12-1T,cell_1730,0
TP12-1T,cell_1731,0
TP12-1T,cell_1732,5
TP12-1T,cell_1733,5
TP12-1T,cell_1734,0
TP12-1T,cell_1735,0
TP12-1T,cell_1736,5
TP12-1T,cell_1737,0
TP12-1T,cell_1738,5
TP12-1T,cell_1739,0
TP12-1T,cell_174,5
TP12-1T,cell_1740,5
TP12-1T,cell_1741,5
TP12-1T,cell_1742,0
TP12-1T,cell_1743,5
TP12-1T,cell_1744,5
TP12-1T,cell_1745,0
TP12-1T,cell_1746,5
TP12-1T,cell_1747,0
TP12-1T,cell_1748,5
TP12-1T,cell_1749,5
TP12-1T,cell_175,0
TP12-1T,cell_1750,0
TP12-1T,cell_1751,0
TP12-1T,cell_1752,0
TP12-1T,cell_1753,0
TP12-1T,cell_1754,5
TP12-1T,cell_1755,5
TP12-1T,cell_1756,5
TP12-1T,cell_1757,0
TP12-1T,cell_1758,0
TP12-1T,cell_1759,0
TP12-1T,cell_176,5
TP12-1T,cell_1760,5
TP12-1T,cell_1761,5
TP12-1T,cell_1762,5
TP12-1T,cell_1763,5
TP12-1T,cell_1764,5
TP12-1T,cell_1765,0
TP12-1T,cell_1766,5
TP12-1T,cell_1767,0
TP12-1T,cell_1768,5
TP12-1T,cell_1769,0
TP12-1T,cell_177,5
TP12-1T,cell_1770,5
TP12-1T,cell_1771,0
TP12-1T,cell_1772,5
TP12-1T,cell_1773,5
TP12-1T,cell_1774,5
TP12-1T,cell_1775,5
TP12-1T,cell_1776,0
TP12-1T,cell_1777,5
TP12-1T,cell_1778,5
TP12-1T,cell_1779,0
TP12-1T,cell_178,0
TP12-1T,cell_1780,0
TP12-1T,cell_1781,0
TP12-1T,cell_1782,5
TP12-1T,cell_1783,5
TP12-1T,cell_1784,5
TP12-1T,cell_1785,5
TP12-1T,cell_1786,5
TP12-1T,cell_1787,0
TP12-1T,cell_1788,0
TP12-1T,cell_1789,5
TP12-1T,cell_179,5
TP12-1T,cell_1790,5
TP12-1T,cell_1791,5
TP12-1T,cell_1792,0
TP12-1T,cell_1793,0
TP12-1T,cell_1794,5
TP12-1T,cell_1795,0
TP12-1T,cell_1796,0
TP12-1T,cell_1797,0
TP12-1T,cell_1798,5
TP12-1T,cell_1799,5
TP12-1T,cell_18,5
TP12-1T,cell_180,0
TP12-1T,cell_1800,5
TP12-1T,cell_1801,5
TP12-1T,cell_1802,0
TP12-1T,cell_1803,5
TP12-1T,cell_1804,0
TP12-1T,cell_1805,5
TP12-1T,cell_1806,0
TP12-1T,cell_1807,5
TP12-1T,cell_1808,5
TP12-1T,cell_1809,0
TP12-1T,cell_181,5
TP12-1T,cell_1810,0
TP12-1T,cell_1811,5
TP12-1T,cell_1812,5
TP12-1T,cell_1813,5
TP12-1T,cell_1814,5
TP12-1T,cell_1815,0
TP12-1T,cell_1816,0
TP12-1T,cell_1817,0
TP12-1T,cell_1818,0
TP12-1T,cell_1819,5
TP12-1T,cell_182,5
TP12-1T,cell_1820,0
TP12-1T,cell_1821,5
TP12-1T,cell_1822,5
TP12-1T,cell_1823,5
TP12-1T,cell_1824,5
TP12-1T,cell_1825,0
TP12-1T,cell_1826,0
TP12-1T,cell_1827,5
TP12-1T,cell_1828,0
TP12-1T,cell_1829,0
TP12-1T,cell_183,5
TP12-1T,cell_1830,5
TP12-1T,cell_1831,0
TP12-1T,cell_1832,0
TP12-1T,cell_1833,5
TP12-1T,cell_1834,0
TP12-1T,cell_1835,5
TP12-1T,cell_1836,5
TP12-1T,cell_1837,0
TP12-1T,cell_1838,5
TP12-1T,cell_1839,5
TP12-1T,cell_184,0
TP12-1T,cell_1840,5
TP12-1T,cell_1841,5
