"filename", "language", "Python", "Shell Script", "CSV", "R", "Excel", "pdf", "YAML", "Log", "JSON", "comment", "blank", "total"
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/1_general_genetics/1A_sc_oncoprint/manual_stats/1A_pan_cohort_scMAF.homdel_amps.xlsx", "Excel", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 75
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/1_general_genetics/1A_sc_oncoprint/manual_stats/manual_genetics_stats.xlsx", "Excel", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 50
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/1_general_genetics/1B_tree_analysis/1B.1_analyze_ete_trees.py", "Python", 72, 0, 0, 0, 0, 0, 0, 0, 0, 30, 9, 111
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/1_general_genetics/1B_tree_analysis/1B.2_ete_tree_to_nhx.py", "Python", 48, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 67
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/1_general_genetics/1B_tree_analysis/1B.2_make_ggtrees.r", "R", 0, 0, 0, 132, 0, 0, 0, 0, 0, 57, 30, 219
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/1_general_genetics/1B_tree_analysis/1B_pan_cohort_scMAF.LOH_events.csv", "CSV", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 1, 59
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/1_general_genetics/Tapestri_all_patient_sample_map.yaml", "YAML", 0, 0, 0, 0, 0, 0, 75, 0, 0, 5, 0, 80
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/2_convergence/tgfb_mrca.r", "R", 0, 0, 0, 40, 0, 0, 0, 0, 0, 8, 9, 57
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/Tapestri_batch2_samples_MASTER.xlsx", "Excel", 0, 0, 0, 0, 639, 0, 0, 0, 0, 0, 2, 641
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/_get_data.sh", "Shell Script", 0, 5, 0, 0, 0, 0, 0, 0, 0, 41, 5, 51
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/_lilac_compile_tapestri_data.sh", "Shell Script", 0, 15, 0, 0, 0, 0, 0, 0, 0, 43, 11, 69
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/2_make_ete_tree_with_subclonal_snvs.py", "Python", 423, 0, 0, 0, 0, 0, 0, 0, 0, 91, 75, 589
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/3_plot_refined_falcon_clones.sh", "Shell Script", 0, 16, 0, 0, 0, 0, 0, 0, 0, 11, 5, 32
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/all_trees_plot.pdf", "pdf", 0, 0, 0, 0, 0, 337, 0, 0, 0, 0, 2, 339
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-1/BPA-1_clone_compo.csv", "CSV", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-1/BPA-1_final_clone_cn_profiles.csv", "CSV", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-1/BPA-1_final_sc_clone_assignment.csv", "CSV", 0, 0, 787, 0, 0, 0, 0, 0, 0, 0, 1, 788
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-1/refined_cn_info/BPA-1.sample_sc_clone_assignment.updated.csv", "CSV", 0, 0, 787, 0, 0, 0, 0, 0, 0, 0, 1, 788
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-1/refined_cn_info/BPA-1.unique_cn_clone_profiles.csv", "CSV", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-2-IR/BPA-2-IR_clone_compo.csv", "CSV", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-2-IR/BPA-2-IR_final_clone_cn_profiles.csv", "CSV", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-2-IR/BPA-2-IR_final_sc_clone_assignment.csv", "CSV", 0, 0, 244, 0, 0, 0, 0, 0, 0, 0, 1, 245
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-2-IR/refined_cn_info/BPA-2-IR.sample_sc_clone_assignment.updated.csv", "CSV", 0, 0, 244, 0, 0, 0, 0, 0, 0, 0, 1, 245
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-2-IR/refined_cn_info/BPA-2-IR.unique_cn_clone_profiles.csv", "CSV", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-3/BPA-3_clone_compo.csv", "CSV", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-3/BPA-3_final_clone_cn_profiles.csv", "CSV", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-3/BPA-3_final_sc_clone_assignment.csv", "CSV", 0, 0, 2967, 0, 0, 0, 0, 0, 0, 0, 1, 2968
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-3/refined_cn_info/BPA-3.sample_sc_clone_assignment.updated.csv", "CSV", 0, 0, 2967, 0, 0, 0, 0, 0, 0, 0, 1, 2968
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-3/refined_cn_info/BPA-3.unique_cn_clone_profiles.csv", "CSV", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-5-RSX/BPA-5-RSX_clone_compo.csv", "CSV", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-5-RSX/BPA-5-RSX_final_clone_cn_profiles.csv", "CSV", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-5-RSX/BPA-5-RSX_final_sc_clone_assignment.csv", "CSV", 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 1, 110
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-5-RSX/refined_cn_info/BPA-5-RSX.sample_sc_clone_assignment.updated.csv", "CSV", 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 1, 110
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/BPA-5-RSX/refined_cn_info/BPA-5-RSX.unique_cn_clone_profiles.csv", "CSV", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M04/M04_clone_compo.csv", "CSV", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M04/M04_final_clone_cn_profiles.csv", "CSV", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M04/M04_final_sc_clone_assignment.csv", "CSV", 0, 0, 1132, 0, 0, 0, 0, 0, 0, 0, 1, 1133
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M04/refined_cn_info/M04.sample_sc_clone_assignment.updated.csv", "CSV", 0, 0, 1132, 0, 0, 0, 0, 0, 0, 0, 1, 1133
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M04/refined_cn_info/M04.unique_cn_clone_profiles.csv", "CSV", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M07/M07_clone_compo.csv", "CSV", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M07/M07_final_clone_cn_profiles.csv", "CSV", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M07/M07_final_sc_clone_assignment.csv", "CSV", 0, 0, 1312, 0, 0, 0, 0, 0, 0, 0, 1, 1313
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M07/refined_cn_info/M07.sample_sc_clone_assignment.updated.csv", "CSV", 0, 0, 1312, 0, 0, 0, 0, 0, 0, 0, 1, 1313
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M07/refined_cn_info/M07.unique_cn_clone_profiles.csv", "CSV", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M11/M11_clone_compo.csv", "CSV", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M11/M11_final_clone_cn_profiles.csv", "CSV", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M11/M11_final_sc_clone_assignment.csv", "CSV", 0, 0, 3142, 0, 0, 0, 0, 0, 0, 0, 1, 3143
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M11/refined_cn_info/M11.sample_sc_clone_assignment.updated.csv", "CSV", 0, 0, 3142, 0, 0, 0, 0, 0, 0, 0, 1, 3143
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M11/refined_cn_info/M11.unique_cn_clone_profiles.csv", "CSV", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M12/M12_clone_compo.csv", "CSV", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M12/M12_final_clone_cn_profiles.csv", "CSV", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M12/M12_final_sc_clone_assignment.csv", "CSV", 0, 0, 1035, 0, 0, 0, 0, 0, 0, 0, 1, 1036
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M12/refined_cn_info/M12.sample_sc_clone_assignment.updated.csv", "CSV", 0, 0, 1035, 0, 0, 0, 0, 0, 0, 0, 1, 1036
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M12/refined_cn_info/M12.unique_cn_clone_profiles.csv", "CSV", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M13/M13_clone_compo.csv", "CSV", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M13/M13_final_clone_cn_profiles.csv", "CSV", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M13/M13_final_sc_clone_assignment.csv", "CSV", 0, 0, 1979, 0, 0, 0, 0, 0, 0, 0, 1, 1980
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M13/refined_cn_info/M13.sample_sc_clone_assignment.updated.csv", "CSV", 0, 0, 1979, 0, 0, 0, 0, 0, 0, 0, 1, 1980
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/M13/refined_cn_info/M13.unique_cn_clone_profiles.csv", "CSV", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/RA15_06/RA15_06_clone_compo.csv", "CSV", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/RA15_06/RA15_06_final_clone_cn_profiles.csv", "CSV", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/RA15_06/RA15_06_final_sc_clone_assignment.csv", "CSV", 0, 0, 3543, 0, 0, 0, 0, 0, 0, 0, 1, 3544
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/RA15_06/refined_cn_info/RA15_06.sample_sc_clone_assignment.updated.csv", "CSV", 0, 0, 3543, 0, 0, 0, 0, 0, 0, 0, 1, 3544
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/RA15_06/refined_cn_info/RA15_06.unique_cn_clone_profiles.csv", "CSV", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/RA15_16/RA15_16_clone_compo.csv", "CSV", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/RA15_16/RA15_16_final_clone_cn_profiles.csv", "CSV", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/RA15_16/RA15_16_final_sc_clone_assignment.csv", "CSV", 0, 0, 2306, 0, 0, 0, 0, 0, 0, 0, 1, 2307
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/RA15_16/refined_cn_info/RA15_16.sample_sc_clone_assignment.updated.csv", "CSV", 0, 0, 2306, 0, 0, 0, 0, 0, 0, 0, 1, 2307
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/RA15_16/refined_cn_info/RA15_16.unique_cn_clone_profiles.csv", "CSV", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/RA16_08/RA16_08_clone_compo.csv", "CSV", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/RA16_08/RA16_08_final_clone_cn_profiles.csv", "CSV", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/RA16_08/RA16_08_final_sc_clone_assignment.csv", "CSV", 0, 0, 3828, 0, 0, 0, 0, 0, 0, 0, 1, 3829
"/Users/hzhang/Library/CloudStorage/OneDrive-MemorialSloanKetteringCancerCenter/Iacobuzio_lab/Tapestri_main_manuscript_analysis/condor_pipeline/condor_downstream/ete_trees_refined_subclonal_snvs/RA16_08/refined_cn_info/RA16_08.sample_sc_clone_assignment.updated.csv", "CSV", 0, 0, 3828, 0, 0, 0, 0, 0, 0, 0, 1, 3829
